Package,Version
libelf1,0.176-1.1ubuntu0.1
liberror-perl,0.17029-1
libexpat1,2.2.9-1ubuntu0.6
libext2fs2,1.45.5-2ubuntu1.1
libfdisk1,2.34-0.1ubuntu9.4
libffi7,3.3-4
libfile-homedir-perl,1.004-1
libfile-which-perl,1.23-1
libfontconfig1,2.13.1-2ubuntu3
libfreetype6,2.10.1-2ubuntu0.3
libfribidi0,1.0.8-2ubuntu0.1
libgcc-s1,10.5.0-1ubuntu1~20.04
libgcrypt20,1.8.5-5ubuntu1.1
libgd3,2.2.5-5.2ubuntu2.1
libgdbm-compat4,1.18.1-5
libgdbm6,1.18.1-5
libgetopt-long-descriptive-perl,0.104-1
libgif7,5.1.9-1
libgl1,1.3.2-1~ubuntu0.20.04.2
libgl1-mesa-dri,21.2.6-0ubuntu0.1~20.04.2
libglapi-mesa,21.2.6-0ubuntu0.1~20.04.2
libglib2.0-0,2.64.6-1~ubuntu20.04.6
libglvnd0,1.3.2-1~ubuntu0.20.04.2
libglx-mesa0,21.2.6-0ubuntu0.1~20.04.2
libglx0,1.3.2-1~ubuntu0.20.04.2
libgmp10,2:6.2.0+dfsg-4ubuntu0.1
libgnutls30,3.6.13-2ubuntu1.8
libgpg-error0,1.37-1
libgraphite2-3,1.3.13-11build1
libgs9,9.50~dfsg-5ubuntu4.10
libgs9-common,9.50~dfsg-5ubuntu4.10
libgssapi-krb5-2,1.17-6ubuntu4.3
libgssapi3-heimdal,7.7.0+dfsg-1ubuntu1.4
libharfbuzz0b,2.6.4-1ubuntu4.2
libhcrypto4-heimdal,7.7.0+dfsg-1ubuntu1.4
libheimbase1-heimdal,7.7.0+dfsg-1ubuntu1.4
libheimntlm0-heimdal,7.7.0+dfsg-1ubuntu1.4
libhogweed5,3.5.1+really3.5.1-2ubuntu0.2
libhx509-5-heimdal,7.7.0+dfsg-1ubuntu1.4
libice6,2:1.0.10-0ubuntu1
libidn11,1.33-2.2ubuntu2
libidn2-0,2.2.0-2
libijs-0.35,0.35-15
libio-stringy-perl,2.111-3
libjbig0,2.1-3.1ubuntu0.20.04.1
libjbig2dec0,0.18-1ubuntu1
libjpeg-turbo8,2.0.3-0ubuntu1.20.04.3
libjpeg8,8c-2ubuntu8
libk5crypto3,1.17-6ubuntu4.3
libkeyutils1,1.6-6ubuntu1.1
libkrb5-26-heimdal,7.7.0+dfsg-1ubuntu1.4
libkrb5-3,1.17-6ubuntu4.3
libkrb5support0,1.17-6ubuntu4.3
liblcms2-2,2.9-4
libldap-2.4-2,2.4.49+dfsg-2ubuntu1.9
libldap-common,2.4.49+dfsg-2ubuntu1.9
libllvm12,1:12.0.0-3ubuntu1~20.04.5
liblua5.3-0,5.3.3-1.1ubuntu2
liblz4-1,1.9.2-2ubuntu0.20.04.1
liblzma5,5.2.4-1ubuntu1.1
libmime-charset-perl,1.012.2-1
libmodule-implementation-perl,0.09-1
libmodule-runtime-perl,0.016-1
libmount1,2.34-0.1ubuntu9.4
libmpdec2,2.4.2-3
libncurses5,6.2-0ubuntu2.1
libncurses6,6.2-0ubuntu2.1
libncursesw6,6.2-0ubuntu2.1
libnettle7,3.5.1+really3.5.1-2ubuntu0.2
libnghttp2-14,1.40.0-1ubuntu0.1
libnspr4,2:4.25-1
libnss3,2:3.49.1-1ubuntu1.9
libopenjp2-7,2.3.1-1ubuntu4.20.04.1
libp11-kit0,0.23.20-1ubuntu0.1
libpam-modules,1.3.1-5ubuntu4.6
libpam-modules-bin,1.3.1-5ubuntu4.6
libpam-runtime,1.3.1-5ubuntu4.6
libpam0g,1.3.1-5ubuntu4.6
libpango-1.0-0,1.44.7-2ubuntu4
libpangocairo-1.0-0,1.44.7-2ubuntu4
libpangoft2-1.0-0,1.44.7-2ubuntu4
libpaper1,1.1.28
libparams-classify-perl,0.015-1build2
libparams-util-perl,1.07-3build5
libparams-validate-perl,1.29-3
libpciaccess0,0.16-0ubuntu1
libpcre2-8-0,10.34-7ubuntu0.1
libpcre3,2:8.39-12ubuntu0.1
libpcsclite1,1.8.26-3
libperl5.30,5.30.0-9ubuntu0.4
libpixman-1-0,0.38.4-0ubuntu2.1
libpng16-16,1.6.37-2
libprocps8,2:3.3.16-1ubuntu2.3
libpsl5,0.21.0-1ubuntu1
libpython3-stdlib,3.8.2-0ubuntu2
libpython3.8-minimal,3.8.10-0ubuntu1~20.04.8
libpython3.8-stdlib,3.8.10-0ubuntu1~20.04.8
libreadline8,8.0-4
libroken18-heimdal,7.7.0+dfsg-1ubuntu1.4
librtmp1,2.4+20151223.gitfa8646d.1-2build1
libsasl2-2,2.1.27+dfsg-2ubuntu0.1
libsasl2-modules-db,2.1.27+dfsg-2ubuntu0.1
libseccomp2,2.5.1-1ubuntu1~20.04.2
libselinux1,3.0-1build2
libsemanage-common,3.0-1build2
libsemanage1,3.0-1build2
libsensors-config,1:3.6.0-2ubuntu1.1
libsensors5,1:3.6.0-2ubuntu1.1
libsepol1,3.0-1ubuntu0.1
libsm6,2:1.2.3-1
libsmartcols1,2.34-0.1ubuntu9.4
libsombok3,2.4.0-2
libsqlite3-0,3.31.1-4ubuntu0.5
libss2,1.45.5-2ubuntu1.1
libssh-4,0.9.3-2ubuntu2.3
libssl1.1,1.1.1f-1ubuntu2.19
libstdc++6,10.5.0-1ubuntu1~20.04
libsub-exporter-perl,0.987-1
libsub-install-perl,0.928-1
libsystemd0,245.4-4ubuntu3.22
libtasn1-6,4.16.0-2
libthai-data,0.1.28-3
libthai0,0.1.28-3
libtiff5,4.1.0+git191117-2ubuntu0.20.04.9
libtinfo5,6.2-0ubuntu2.1
libtinfo6,6.2-0ubuntu2.1
libtry-tiny-perl,0.30-1
libudev1,245.4-4ubuntu3.22
libunicode-linebreak-perl,0.0.20190101-1build1
libunistring2,0.9.10-2
libuuid1,2.34-0.1ubuntu9.4
libvulkan1,1.2.131.2-1
libwebp6,0.6.1-2ubuntu0.20.04.3
libwind0-heimdal,7.7.0+dfsg-1ubuntu1.4
libx11-6,2:1.6.9-2ubuntu1.5
libx11-data,2:1.6.9-2ubuntu1.5
libx11-xcb1,2:1.6.9-2ubuntu1.5
libxau6,1:1.0.9-0ubuntu1
libxcb-dri2-0,1.14-2
libxcb-dri3-0,1.14-2
libxcb-glx0,1.14-2
libxcb-present0,1.14-2
libxcb-render0,1.14-2
libxcb-shm0,1.14-2
libxcb-sync1,1.14-2
libxcb-xfixes0,1.14-2
libxcb1,1.14-2
libxdmcp6,1:1.1.3-0ubuntu1
libxext6,2:1.3.4-0ubuntu1
libxfixes3,1:5.0.3-2
libxi6,2:1.7.10-0ubuntu1
libxpm4,1:3.5.12-1ubuntu0.20.04.1
libxrender1,1:0.9.10-1
libxshmfence1,1.3-1
libxtst6,2:1.2.3-1
libxxf86vm1,1:1.1.4-1build1
libyaml-tiny-perl,1.73-1
libzstd1,1.4.4+dfsg-3ubuntu0.1
login,1:4.8.1-1ubuntu5.20.04.4
logsave,1.45.5-2ubuntu1.1
lsb-base,11.1.0ubuntu2
make,4.2.1-1.2
mawk,1.3.4.20200120-2
mime-support,3.64ubuntu1
mount,2.34-0.1ubuntu9.4
ncurses-base,6.2-0ubuntu2.1
ncurses-bin,6.2-0ubuntu2.1
openjdk-11-jre,11.0.20.1+1-0ubuntu1~20.04
openjdk-11-jre-headless,11.0.20.1+1-0ubuntu1~20.04
openssl,1.1.1f-1ubuntu2.19
passwd,1:4.8.1-1ubuntu5.20.04.4
perl,5.30.0-9ubuntu0.4
perl-base,5.30.0-9ubuntu0.4
perl-modules-5.30,5.30.0-9ubuntu0.4
poppler-data,0.4.9-2
procps,2:3.3.16-1ubuntu2.3
python3,3.8.2-0ubuntu2
python3-minimal,3.8.2-0ubuntu2
python3-pkg-resources,45.2.0-1ubuntu0.1
python3-pygments,2.3.1+dfsg-1ubuntu2.2
python3.8,3.8.10-0ubuntu1~20.04.8
python3.8-minimal,3.8.10-0ubuntu1~20.04.8
readline-common,8.0-4
sed,4.7-1
sensible-utils,0.0.12+nmu1
sysvinit-utils,2.96-2.1ubuntu1
tar,1.30+dfsg-7ubuntu0.20.04.3
ubuntu-keyring,2020.02.11.4
ucf,3.0038+nmu1
unzip,6.0-25ubuntu1.1
util-linux,2.34-0.1ubuntu9.4
wget,1.20.3-1ubuntu2
x11-common,1:7.7+19ubuntu14
zlib1g,1:1.2.11.dfsg-2ubuntu1.5
