Package,Version
libfile-homedir-perl,1.006-2
libfile-which-perl,1.27-2
libfontconfig1,2.14.1-4
libfontenc1,1:1.1.4-1
libfreetype6,2.12.1+dfsg-5
libfribidi0,1.0.8-2.1
libgav1-1,0.18.0-1+b1
libgcc-s1,12.2.0-14
libgcrypt20,1.10.1-3
libgd3,2.3.3-9
libgdbm-compat4,1.23-3
libgdbm6,1.23-3
libgdk-pixbuf-2.0-0,2.42.10+dfsg-1+b1
libgdk-pixbuf2.0-common,2.42.10+dfsg-1
libgetopt-long-descriptive-perl,0.111-1
libgif7,5.2.1-2.5
libgl1,1.6.0-1
libgl1-mesa-dri,22.3.6-1+deb12u1
libglapi-mesa,22.3.6-1+deb12u1
libglib2.0-0,2.74.6-2
libglvnd0,1.6.0-1
libglx-mesa0,22.3.6-1+deb12u1
libglx0,1.6.0-1
libgmp10,2:6.2.1+dfsg1-1.1
libgnutls30,3.7.9-2
libgpg-error0,1.46-1
libgraphite2-3,1.3.14-1
libgs-common,10.0.0~dfsg-11+deb12u1
libgs10,10.0.0~dfsg-11+deb12u1
libgs10-common,10.0.0~dfsg-11+deb12u1
libgssapi-krb5-2,1.20.1-2
libgtk2.0-0,2.24.33-2
libgtk2.0-common,2.24.33-2
libharfbuzz0b,6.0.0+dfsg-3
libheif1,1.15.1-1
libhogweed6,3.8.1-2
libice6,2:1.0.10-1
libicu72,72.1-3
libidn12,1.41-1
libidn2-0,2.3.3-1+b1
libijs-0.35,0.35-15
libio-stringy-perl,2.111-3
libjbig0,2.1-6.1
libjbig2dec0,0.19-3
libjpeg62-turbo,1:2.1.5-2
libk5crypto3,1.20.1-2
libkeyutils1,1.6.3-2
libkrb5-3,1.20.1-2
libkrb5support0,1.20.1-2
liblcms2-2,2.14-2
libldap-2.5-0,2.5.13+dfsg-5
liblerc4,4.0.0+ds-2
libllvm15,1:15.0.6-4+b1
liblua5.4-0,5.4.4-3
liblz4-1,1.9.4-1
liblzma5,5.4.1-0.2
libmd0,1.0.4-2
libmime-charset-perl,1.013.1-2
libmodule-implementation-perl,0.09-2
libmodule-runtime-perl,0.016-2
libmount1,2.38.1-5+b1
libncurses5,6.4-4
libncurses6,6.4-4
libncursesw6,6.4-4
libnettle8,3.8.1-2
libnghttp2-14,1.52.0-1
libnsl2,1.3.0-2
libnspr4,2:4.35-1
libnss3,2:3.87.1-1
libnuma1,2.0.16-1
libopenjp2-7,2.5.0-2
libp11-kit0,0.24.1-2
libpam-modules,1.5.2-6
libpam-modules-bin,1.5.2-6
libpam-runtime,1.5.2-6
libpam0g,1.5.2-6
libpango-1.0-0,1.50.12+ds-1
libpangocairo-1.0-0,1.50.12+ds-1
libpangoft2-1.0-0,1.50.12+ds-1
libpaper1,1.1.29
libparams-classify-perl,0.015-2+b1
libparams-util-perl,1.102-2+b1
libparams-validate-perl,1.31-1
libpcre2-8-0,10.42-1
libpcsclite1,1.9.9-2
libperl5.36,5.36.0-7
libpixman-1-0,0.42.2-1
libpng16-16,1.6.39-2
libpsl5,0.21.2-1
libpython3-stdlib,3.11.2-1+b1
libpython3.11-minimal,3.11.2-6
libpython3.11-stdlib,3.11.2-6
librav1e0,0.5.1-6
libreadline8,8.2-1.3
librtmp1,2.4+20151223.gitfa8646d.1-2+b2
libsasl2-2,2.1.28+dfsg-10
libsasl2-modules-db,2.1.28+dfsg-10
libseccomp2,2.5.4-1+b3
libselinux1,3.4-1+b6
libsemanage-common,3.4-1
libsemanage2,3.4-1+b5
libsensors-config,1:3.6.0-7.1
libsensors5,1:3.6.0-7.1
libsepol2,3.4-2.1
libsm6,2:1.2.3-1
libsmartcols1,2.38.1-5+b1
libsombok3,2.4.0-2+b1
libsqlite3-0,3.40.1-2
libss2,1.47.0-2
libssh2-1,1.10.0-3+b1
libssl3,3.0.9-1
libstdc++6,12.2.0-14
libsub-exporter-perl,0.989-1
libsub-install-perl,0.929-1
libsvtav1enc1,1.4.1+dfsg-1
libsystemd0,252.12-1~deb12u1
libtasn1-6,4.19.0-2
libthai-data,0.1.29-1
libthai0,0.1.29-1
libtiff6,4.5.0-6
libtinfo5,6.4-4
libtinfo6,6.4-4
libtirpc-common,1.3.3+ds-1
libtirpc3,1.3.3+ds-1
libtry-tiny-perl,0.31-2
libudev1,252.12-1~deb12u1
libunicode-linebreak-perl,0.0.20190101-1+b4
libunistring2,1.0-2
libuuid1,2.38.1-5+b1
libwebp7,1.2.4-0.2+deb12u1
libx11-6,2:1.8.4-2+deb12u1
libx11-data,2:1.8.4-2+deb12u1
libx11-xcb1,2:1.8.4-2+deb12u1
libx265-199,3.5-2+b1
libxau6,1:1.0.9-1
libxcb-dri2-0,1.15-1
libxcb-dri3-0,1.15-1
libxcb-glx0,1.15-1
libxcb-present0,1.15-1
libxcb-randr0,1.15-1
libxcb-render0,1.15-1
libxcb-shm0,1.15-1
libxcb-sync1,1.15-1
libxcb-xfixes0,1.15-1
libxcb1,1.15-1
libxcomposite1,1:0.4.5-1
libxcursor1,1:1.2.1-1
libxdamage1,1:1.1.6-1
libxdmcp6,1:1.1.2-3
libxext6,2:1.3.4-1+b1
libxfixes3,1:6.0.0-2
libxi6,2:1.8-1+b1
libxinerama1,2:1.1.4-3
libxml2,2.9.14+dfsg-1.3~deb12u1
libxpm4,1:3.5.12-1.1
libxrandr2,2:1.5.2-2+b1
libxrender1,1:0.9.10-1.1
libxshmfence1,1.3-1
libxt6,1:1.2.1-1.1
libxtst6,2:1.2.3-1.1
libxxf86vm1,1:1.1.4-1+b2
libxxhash0,0.8.1-1
libyaml-tiny-perl,1.73-1
libyuv0,0.0~git20230123.b2528b0-1
libz3-4,4.8.12-3.1
libzstd1,1.5.4+dfsg2-5
login,1:4.13+dfsg1-1+b1
logsave,1.47.0-2
make,4.3-4.1
mawk,1.3.4.20200120-3.1
media-types,10.0.0
mount,2.38.1-5+b1
ncurses-base,6.4-4
ncurses-bin,6.4-4
openjdk-17-jre,17.0.8+7-1~deb12u1
openjdk-17-jre-headless,17.0.8+7-1~deb12u1
openssl,3.0.9-1
passwd,1:4.13+dfsg1-1+b1
perl,5.36.0-7
perl-base,5.36.0-7
perl-modules-5.36,5.36.0-7
poppler-data,0.4.12-1
python3,3.11.2-1+b1
python3-minimal,3.11.2-1+b1
python3-pkg-resources,66.1.1-1
python3-pygments,2.14.0+dfsg-1
python3.11,3.11.2-6
python3.11-minimal,3.11.2-6
readline-common,8.2-1.3
sed,4.9-1
sensible-utils,0.0.17+nmu1
shared-mime-info,2.2-1
sysvinit-utils,3.06-4
tar,1.34+dfsg-1.2
tzdata,2023c-5
ucf,3.0043+nmu1
unzip,6.0-28
usr-is-merged,35
util-linux,2.38.1-5+b1
util-linux-extra,2.38.1-5+b1
wget,1.21.3-1+b1
x11-common,1:7.7+23
xfonts-encodings,1:1.0.4-2.2
xfonts-utils,1:7.7+6
zlib1g,1:1.2.13.dfsg-1
