Package,Version
libedit2,3.1-20230828-1
libelf1,0.189-4
liberror-perl,0.17029-2
libexpat1,2.5.0-2
libext2fs2,1.47.0-2+b1
libffi8,3.4.4-1
libfile-homedir-perl,1.006-2
libfile-which-perl,1.27-2
libfontconfig1,2.14.2-6
libfontenc1,1:1.1.4-1
libfreetype6,2.13.2+dfsg-1
libfribidi0,1.0.13-3
libgav1-1,0.18.0-1+b1
libgcc-s1,13.2.0-3
libgcrypt20,1.10.2-2
libgd3,2.3.3-9
libgdbm-compat4,1.23-3
libgdbm6,1.23-3
libgdk-pixbuf-2.0-0,2.42.10+dfsg-1+b1
libgdk-pixbuf2.0-common,2.42.10+dfsg-1
libgetopt-long-descriptive-perl,0.111-1
libgif7,5.2.1-2.5
libgl1,1.6.0-1
libgl1-mesa-dri,23.2.0~rc3-3
libglapi-mesa,23.2.0~rc3-3
libglib2.0-0,2.78.0-2
libglvnd0,1.6.0-1
libglx-mesa0,23.2.0~rc3-3
libglx0,1.6.0-1
libgmp10,2:6.3.0+dfsg-2
libgnutls30,3.8.1-4+b1
libgpg-error0,1.47-2
libgraphite2-3,1.3.14-1
libgs-common,10.02.0~dfsg-2
libgs10,10.02.0~dfsg-2
libgs10-common,10.02.0~dfsg-2
libgssapi-krb5-2,1.20.1-4
libgtk2.0-0,2.24.33-2
libgtk2.0-common,2.24.33-2
libharfbuzz0b,8.0.1-1
libheif-plugin-dav1d,1.16.2-2+b1
libheif-plugin-libde265,1.16.2-2+b1
libheif1,1.16.2-2+b1
libhogweed6,3.9.1-2
libice6,2:1.0.10-1
libicu72,72.1-3
libidn12,1.41-1
libidn2-0,2.3.4-1+b1
libijs-0.35,0.35-15.1
libio-stringy-perl,2.111-3
libjbig0,2.1-6.1
libjbig2dec0,0.19-3
libjpeg62-turbo,1:2.1.5-2
libk5crypto3,1.20.1-4
libkeyutils1,1.6.3-2
libkrb5-3,1.20.1-4
libkrb5support0,1.20.1-4
liblcms2-2,2.14-2
libldap-2.5-0,2.5.13+dfsg-5
liblerc4,4.0.0+ds-3
libllvm15,1:15.0.7-10
liblua5.4-0,5.4.4-3
liblz4-1,1.9.4-1
liblzma5,5.4.4-0.1
libmd0,1.1.0-1
libmime-charset-perl,1.013.1-2
libmodule-implementation-perl,0.09-2
libmodule-runtime-perl,0.016-2
libmount1,2.39.2-1
libncurses6,6.4+20230625-2
libncursesw6,6.4+20230625-2
libnettle8,3.9.1-2
libnghttp2-14,1.56.0-1
libnsl2,1.3.0-2
libnspr4,2:4.35-1.1
libnss3,2:3.93-1
libopenjp2-7,2.5.0-2
libp11-kit0,0.25.0-4
libpam-modules,1.5.2-7
libpam-modules-bin,1.5.2-7
libpam-runtime,1.5.2-7
libpam0g,1.5.2-7
libpango-1.0-0,1.51.0+ds-2
libpangocairo-1.0-0,1.51.0+ds-2
libpangoft2-1.0-0,1.51.0+ds-2
libpaper1,1.1.29
libparams-classify-perl,0.015-2+b1
libparams-util-perl,1.102-2+b1
libparams-validate-perl,1.31-1
libpciaccess0,0.17-2
libpcre2-8-0,10.42-4
libpcsclite1,2.0.0-1
libperl5.36,5.36.0-9
libpixman-1-0,0.42.2-1
libpng16-16,1.6.40-1
libpsl5,0.21.2-1+b1
libpython3-stdlib,3.11.4-5+b1
libpython3.11-minimal,3.11.5-3
libpython3.11-stdlib,3.11.5-3
librav1e0,0.6.6-3
libreadline8,8.2-1.3
librtmp1,2.4+20151223.gitfa8646d.1-2+b2
libsasl2-2,2.1.28+dfsg1-3
libsasl2-modules-db,2.1.28+dfsg1-3
libseccomp2,2.5.4-1+b3
libselinux1,3.5-1
libsemanage-common,3.5-1
libsemanage2,3.5-1
libsensors-config,1:3.6.0-8
libsensors5,1:3.6.0-8
libsepol2,3.5-1
libsharpyuv0,1.3.2-0.3
libsm6,2:1.2.3-1
libsmartcols1,2.39.2-1
libsombok3,2.4.0-2+b1
libsqlite3-0,3.43.1-1
libss2,1.47.0-2+b1
libssh2-1,1.11.0-2
libssl3,3.0.11-1
libstdc++6,13.2.0-3
libsub-exporter-perl,0.990-1
libsub-install-perl,0.929-1
libsvtav1enc1d1,1.7.0+dfsg-2
libsystemd0,254.1-3
libtasn1-6,4.19.0-3
libthai-data,0.1.29-1
libthai0,0.1.29-1
libtiff6,4.5.1+git230720-1
libtinfo6,6.4+20230625-2
libtirpc-common,1.3.3+ds-1
libtirpc3,1.3.3+ds-1
libtry-tiny-perl,0.31-2
libudev1,254.1-3
libunicode-linebreak-perl,0.0.20190101-1+b5
libunistring5,1.1-2
libuuid1,2.39.2-1
libwebp7,1.3.2-0.3
libx11-6,2:1.8.6-1
libx11-data,2:1.8.6-1
libx11-xcb1,2:1.8.6-1
libxau6,1:1.0.9-1
libxcb-dri2-0,1.15-1
libxcb-dri3-0,1.15-1
libxcb-glx0,1.15-1
libxcb-present0,1.15-1
libxcb-randr0,1.15-1
libxcb-render0,1.15-1
libxcb-shm0,1.15-1
libxcb-sync1,1.15-1
libxcb-xfixes0,1.15-1
libxcb1,1.15-1
libxcomposite1,1:0.4.5-1
libxcursor1,1:1.2.1-1
libxdamage1,1:1.1.6-1
libxdmcp6,1:1.1.2-3
libxext6,2:1.3.4-1+b1
libxfixes3,1:6.0.0-2
libxi6,2:1.8-1+b1
libxinerama1,2:1.1.4-3
libxml2,2.9.14+dfsg-1.3
libxpm4,1:3.5.12-1.1
libxrandr2,2:1.5.2-2+b1
libxrender1,1:0.9.10-1.1
libxshmfence1,1.3-1
libxt6,1:1.2.1-1.1
libxtst6,2:1.2.3-1.1
libxxf86vm1,1:1.1.4-1+b2
libxxhash0,0.8.2-2
libyaml-tiny-perl,1.74-1
libyuv0,0.0~git20230907.cbfb661-1
libz3-4,4.8.12-3.1
libzstd1,1.5.5+dfsg2-1
login,1:4.13+dfsg1-1+b1
logsave,1.47.0-2+b1
make,4.3-4.1
mawk,1.3.4.20230808-1
media-types,10.1.0
mount,2.39.2-1
ncurses-base,6.4+20230625-2
ncurses-bin,6.4+20230625-2
openjdk-17-jre,17.0.9~6ea-1
openjdk-17-jre-headless,17.0.9~6ea-1
openssl,3.0.11-1
passwd,1:4.13+dfsg1-1+b1
perl,5.36.0-9
perl-base,5.36.0-9
perl-modules-5.36,5.36.0-9
poppler-data,0.4.12-1
python3,3.11.4-5+b1
python3-minimal,3.11.4-5+b1
python3-pkg-resources,68.1.2-1
python3-pygments,2.15.1+dfsg-1
python3.11,3.11.5-3
python3.11-minimal,3.11.5-3
readline-common,8.2-1.3
sed,4.9-1
sensible-utils,0.0.20
shared-mime-info,2.2-1
sysvinit-utils,3.07-1
tar,1.34+dfsg-1.2
tzdata,2023c-10
ucf,3.0043+nmu1
unzip,6.0-28
usr-is-merged,37
util-linux,2.39.2-1
wget,1.21.4-1+b1
x11-common,1:7.7+23
xfonts-encodings,1:1.0.4-2.2
xfonts-utils,1:7.7+6
zlib1g,1:1.2.13.dfsg-3
