Package,Version
libmime-charset-perl,1.012.2-1
libmodule-implementation-perl,0.09-1
libmodule-runtime-perl,0.016-1
libmount1,2.31.1-0.4ubuntu3.7
libmpdec2,2.4.2-1ubuntu1
libncurses5,6.1-1ubuntu1.18.04.1
libncursesw5,6.1-1ubuntu1.18.04.1
libnettle6,3.4.1-0ubuntu0.18.04.1
libnghttp2-14,1.30.0-1ubuntu1
libnspr4,2:4.18-1ubuntu1
libnss3,2:3.35-2ubuntu2.16
libp11-kit0,0.23.9-2ubuntu0.1
libpam-modules,1.1.8-3.6ubuntu2.18.04.6
libpam-modules-bin,1.1.8-3.6ubuntu2.18.04.6
libpam-runtime,1.1.8-3.6ubuntu2.18.04.6
libpam0g,1.1.8-3.6ubuntu2.18.04.6
libpango-1.0-0,1.40.14-1ubuntu0.1
libpangocairo-1.0-0,1.40.14-1ubuntu0.1
libpangoft2-1.0-0,1.40.14-1ubuntu0.1
libpaper1,1.1.24+nmu5ubuntu1
libparams-classify-perl,0.015-1
libparams-util-perl,1.07-3build3
libparams-validate-perl,1.29-1
libpciaccess0,0.14-1
libpcre3,2:8.39-9ubuntu0.1
libpcsclite1,1.8.23-1
libperl5.26,5.26.1-6ubuntu0.7
libpixman-1-0,0.34.0-2ubuntu0.1
libpng16-16,1.6.34-1ubuntu0.18.04.2
libprocps6,2:3.3.12-3ubuntu1.2
libpsl5,0.19.1-5build1
libpython3-stdlib,3.6.7-1~18.04
libpython3.6-minimal,3.6.9-1~18.04ubuntu1.12
libpython3.6-stdlib,3.6.9-1~18.04ubuntu1.12
libreadline7,7.0-3
libroken18-heimdal,7.5.0+dfsg-1ubuntu0.4
librtmp1,2.4+20151223.gitfa8646d.1-1
libsasl2-2,2.1.27~101-g0780600+dfsg-3ubuntu2.4
libsasl2-modules-db,2.1.27~101-g0780600+dfsg-3ubuntu2.4
libseccomp2,2.5.1-1ubuntu1~18.04.2
libselinux1,2.7-2build2
libsemanage-common,2.7-2build2
libsemanage1,2.7-2build2
libsensors4,1:3.4.0-4ubuntu0.1
libsepol1,2.7-1ubuntu0.1
libsm6,2:1.2.2-1
libsmartcols1,2.31.1-0.4ubuntu3.7
libsombok3,2.4.0-1
libsqlite3-0,3.22.0-1ubuntu0.7
libss2,1.44.1-1ubuntu1.4
libssl1.1,1.1.1-1ubuntu2.1~18.04.23
libstdc++6,8.4.0-1ubuntu1~18.04
libsub-exporter-perl,0.987-1
libsub-install-perl,0.928-1
libsystemd0,237-3ubuntu10.57
libtasn1-6,4.13-2
libthai-data,0.1.27-2
libthai0,0.1.27-2
libtiff5,4.0.9-5ubuntu0.10
libtinfo5,6.1-1ubuntu1.18.04.1
libtry-tiny-perl,0.30-1
libudev1,237-3ubuntu10.57
libunicode-linebreak-perl,0.0.20160702-1build2
libunistring2,0.9.9-0ubuntu2
libuuid1,2.31.1-0.4ubuntu3.7
libwebp6,0.6.1-2ubuntu0.18.04.2
libwind0-heimdal,7.5.0+dfsg-1ubuntu0.4
libx11-6,2:1.6.4-3ubuntu0.4
libx11-data,2:1.6.4-3ubuntu0.4
libx11-xcb1,2:1.6.4-3ubuntu0.4
libxau6,1:1.0.8-1ubuntu1
libxcb-dri2-0,1.13-2~ubuntu18.04
libxcb-dri3-0,1.13-2~ubuntu18.04
libxcb-glx0,1.13-2~ubuntu18.04
libxcb-present0,1.13-2~ubuntu18.04
libxcb-render0,1.13-2~ubuntu18.04
libxcb-shm0,1.13-2~ubuntu18.04
libxcb-sync1,1.13-2~ubuntu18.04
libxcb1,1.13-2~ubuntu18.04
libxdamage1,1:1.1.4-3
libxdmcp6,1:1.1.2-3
libxext6,2:1.3.3-1
libxfixes3,1:5.0.3-1
libxi6,2:1.7.9-1
libxpm4,1:3.5.12-1ubuntu0.18.04.2
libxrender1,1:0.9.10-1
libxshmfence1,1.3-1
libxtst6,2:1.2.3-1
libxxf86vm1,1:1.1.4-1
libyaml-tiny-perl,1.70-1
libzstd1,1.3.3+dfsg-2ubuntu1.2
login,1:4.5-1ubuntu2.5
lsb-base,9.20170808ubuntu1
make,4.1-9.1ubuntu1
mawk,1.3.3-17ubuntu3
mime-support,3.60ubuntu1
mount,2.31.1-0.4ubuntu3.7
multiarch-support,2.27-3ubuntu1.6
ncurses-base,6.1-1ubuntu1.18.04.1
ncurses-bin,6.1-1ubuntu1.18.04.1
openjdk-11-jre,11.0.19+7~us1-0ubuntu1~18.04.1
openjdk-11-jre-headless,11.0.19+7~us1-0ubuntu1~18.04.1
openssl,1.1.1-1ubuntu2.1~18.04.23
passwd,1:4.5-1ubuntu2.5
perl,5.26.1-6ubuntu0.7
perl-base,5.26.1-6ubuntu0.7
perl-modules-5.26,5.26.1-6ubuntu0.7
poppler-data,0.4.8-2
procps,2:3.3.12-3ubuntu1.2
python3,3.6.7-1~18.04
python3-minimal,3.6.7-1~18.04
python3-pkg-resources,39.0.1-2ubuntu0.1
python3-pygments,2.2.0+dfsg-1ubuntu0.2
python3.6,3.6.9-1~18.04ubuntu1.12
python3.6-minimal,3.6.9-1~18.04ubuntu1.12
readline-common,7.0-3
sed,4.4-2
sensible-utils,0.0.12
sysvinit-utils,2.88dsf-59.10ubuntu1
tar,1.29b-2ubuntu0.4
ubuntu-keyring,2018.09.18.1~18.04.2
ucf,3.0038
unzip,6.0-21ubuntu1.2
util-linux,2.31.1-0.4ubuntu3.7
wget,1.19.4-1ubuntu2.2
x11-common,1:7.7+19ubuntu7.1
zlib1g,1:1.2.11.dfsg-0ubuntu2.2
